พื้นที่,เนื้อที่ปลูก,ผลผลิต
สมุนไพรและเครื่องเทศ (รต.01),1,0
กระชายดำ,1,0
วิหารแดง,"25,839.00","17,362,950.00"
ข้าว,"23,492.00","12,275,130.00"
ข้าวนาปี,"21,289.00","11,680,530.00"
ข้าวนาปรัง,"2,203.00","594,600.00"
พืชไร่,"1,927.00","4,529,000.00"
ข้าวโพดเลี้ยงสัตว์,50,"45,000.00"
ถั่วเขียวผิวมัน,5,0
มันสำปะหลังโรงงาน,"1,872.00","4,484,000.00"
พืชผัก,415.75,"555,820.00"
กระเฉด,10,"3,080.00"
กะเพรา,5,350
ข้าวโพดหวาน,18,"15,500.00"
แคนตาลูป,1,850
ชะอม,97,"18,055.00"
แตงกวา,60,"91,500.00"
ถั่วฝักยาว,132,"227,000.00"
ผักหวาน,1,425
พริกขี้หนูเม็ดเล็ก(ขี้หนูสวน),2,165
พริกขี้หนูเม็ดใหญ่,3,"11,800.00"
เห็ดฟาง,65,"100,700.00"
เห็ดนางฟ้า,16.75,"72,995.00"
ผักเสี้ยน,5,"13,400.00"
ไม้ดอก,4.25,"3,000.00"
กล้วยไม้ (ไม้ตัดดอกเมืองร้อน),2.25,0
ดาวเรือง,2,"3,000.00"
หนองแซง,"33,281.00","10,364,665.00"
ข้าว,"33,244.00","10,364,665.00"
ข้าวนาปี,"32,851.00","10,364,665.00"
ข้าวนาปรัง,393,0
พืชไร่,30,0
ถั่วเขียวผิวมัน,30,0
พืชผัก,7,0
บวบ,3,0
ผักบุ้งจีน,3,0
มะเขือเทศบริโภคสด,1,0
บ้านหมอ,"48,728.00","39,778,800.00"
ข้าว,"44,093.00","33,500,000.00"
ข้าวนาปี,"39,967.00","33,500,000.00"
ข้าวนาปรัง,"4,126.00",0
พืชไร่,"4,635.00","6,278,800.00"
ข้าวโพดเลี้ยงสัตว์,"1,168.00","1,100,800.00"
เผือก,"3,352.00","4,804,000.00"
มันแกว,115,"374,000.00"
ดอนพุด,"43,969.00","25,550,350.00"
ข้าว,"43,915.00","25,550,350.00"
ข้าวนาปี,"26,580.00","18,606,000.00"
ข้าวนาปรัง,"17,335.00","6,944,350.00"
พืชไร่,9,0
ข้าวโพดเลี้ยงสัตว์,9,0
ถั่วเขียวผิวมัน,0,0
ถั่วเหลือง,0,0
พืชผัก,45,0
ข้าวโพดหวาน,45,0
หนองโดน,"42,907.50","26,878,880.00"
ข้าว,"40,263.75","25,045,880.00"
ข้าวนาปี,"33,988.00","21,989,000.00"
ข้าวนาปรัง,"6,275.75","3,056,880.00"
พืชไร่,"2,619.25","1,824,500.00"
ข้าวโพดเลี้ยงสัตว์,"2,089.25","1,824,500.00"
อ้อยโรงงาน,530,0
พืชผัก,14,"8,500.00"
กระเจี๊ยบเขียว,2,"1,000.00"
กะเพรา,2,200
ชะอม,3,300
พริกขี้หนูเม็ดเล็ก(ขี้หนูสวน),4,"4,000.00"
มะเขือเปราะ,3,"3,000.00"
ไม้ดอก,10.5,0
ดอกรัก,7,0
กล้วยไม้ (ไม้ดอกกระถาง),3.5,0
พระพุทธบาท,"69,478.25","85,812,290.00"
ข้าว,"12,618.50","5,086,840.00"
ข้าวนาปี,"12,618.50","5,086,840.00"
พืชไร่,"56,546.75","80,391,950.00"
ข้าวโพดเลี้ยงสัตว์,"48,647.00","33,283,700.00"
ถั่วเขียวผิวมัน,"1,404.00","263,550.00"
ถั่วลิสง,39.25,"7,850.00"
ถั่วเหลืองฝักสด,10,"3,000.00"
ทานตะวัน,11.75,"2,350.00"
มันแกว,179,"184,500.00"
มันเทศ,12.75,0
อ้อยโรงงาน,"4,406.00","43,162,000.00"
มันสำปะหลังโรงงาน,"1,837.00","3,485,000.00"
พืชผัก,312,"333,500.00"
กระชาย,75,"66,500.00"
ข้าวโพดรับประทานฝักสด,145,"177,000.00"
คะน้า,61,"52,000.00"
ผักกวางตุ้ง,6,0
ผักชี,19,"38,000.00"
ฟักทอง,6,0
สมุนไพรและเครื่องเทศ (รต.01),1,0
ว่านชักมดลูก,1,0
เสาไห้,"43,397.95","36,511,960.00"
ข้าว,"34,221.00","29,679,930.00"
ข้าวนาปี,"32,865.00","28,899,870.00"
ข้าวนาปรัง,"1,356.00","780,060.00"
พืชไร่,"8,377.75","6,497,400.00"
ข้าวโพดเลี้ยงสัตว์,"5,721.00","5,859,675.00"
ถั่วเขียวผิวมัน,"2,498.00","510,850.00"
อ้อยเคี้ยว,4,0
อ้อยโรงงาน,142.75,"94,875.00"
ถั่วดาวอินคา,12,"32,000.00"
พืชผัก,792.7,"331,130.00"
กระชาย,37,"27,000.00"
กะเพรา,2,620
ชะอม,9,0
ตะไคร้,34,"16,000.00"
แตงกวา,94,"62,000.00"
ถั่วฝักยาว,21,"16,650.00"
บวบ,8,"6,300.00"
ผักกวางตุ้ง,2,500
ผักชี,300,"44,000.00"
ผักบุ้งจีน,193,"53,000.00"
ผักหวาน,1,0
พริกขี้หนูเม็ดใหญ่,2.5,500
พริกใหญ่,5,0
ฟัก / แฟง,11,"7,600.00"
มะเขือเทศบริโภคสด,7,0
มะเขือเปราะ,19.2,"72,600.00"
มะเขือยาว,2,300
มะเขืออื่นๆ,20,"10,700.00"
มะระจีน,1,0
หน่อไม้ฝรั่ง,3,"3,000.00"
เห็ดนางฟ้า,2,"5,360.00"
เมล่อนญี่ปุ่น,2,0
ผักอื่นๆ,17,"5,000.00"
ไม้ดอก,1,0
ดาวเรือง,1,0
ไม้ประดับ,4.5,"2,700.00"
เตย,4.5,"2,700.00"
สมุนไพรและเครื่องเทศ (รต.01),1,800
สมุนไพรอื่นๆ,1,800
มวกเหล็ก,"159,014.00","2,119,707,945.00"
ข้าว,4,0
ข้าวนาปี,4,0
พืชไร่,"158,266.00","2,119,326,985.00"
ข้าวโพดเลี้ยงสัตว์,"69,065.00","1,458,233,820.00"
อ้อยโรงงาน,"19,673.00","425,017,900.00"
หญ้าเลี้ยงสัตว์,"35,985.00","125,345,550.00"
มันสำปะหลังโรงงาน,"33,515.00","110,729,400.00"
ถั่วดาวอินคา,28,315
พืชผัก,668,"372,960.00"
กะหล่ำปลี,0,0
ข้าวโพดหวาน,28,"25,000.00"
คะน้า,110,"210,000.00"
ชะอม,8,"1,660.00"
แตงกวา,30,"9,800.00"
ถั่วฝักยาว,43,"8,500.00"
ถั่วพู,45,"3,600.00"
ผักกาดขาวปลี,25,"11,000.00"
ผักชี,73,"24,300.00"
พริกขี้หนูเม็ดใหญ่,35,"5,200.00"
มะเขือเทศบริโภคสด,207,"70,300.00"
มะเขือเทศโรงงาน,45,0
มะเขือเปราะ,18,"3,600.00"
มะเขือพวง,1,0
มะเขือยาว,0,0
เมล่อนญี่ปุ่น,0,0
ไม้ดอก,76,"8,000.00"
เบญจมาศ,76,"8,000.00"
วังม่วง,"86,663.00","351,910,600.00"
ข้าว,68,"41,600.00"
ข้าวนาปี,68,"41,600.00"
พืชไร่,"86,561.00","351,869,000.00"
ข้าวโพดเลี้ยงสัตว์,"10,560.00","9,431,000.00"
อ้อยโรงงาน,"64,171.00","298,993,000.00"
มันสำปะหลังโรงงาน,"10,354.00","40,835,000.00"
ข้าวโพดเลี้ยงสัตว์ (ต้นสด),"1,476.00","2,610,000.00"
พืชผัก,14,0
ชะอม,6,0
หน่อไม้ฝรั่ง,8,0
ไม้ประดับ,20,0
ชวนชม,10,0
ไม้ประดับกระถางอื่น ๆ,10,0
เฉลิมพระเกียรติ,"23,275.00","22,480,040.00"
ข้าว,"8,259.00","6,889,750.00"
ข้าวนาปี,"8,119.00","6,763,900.00"
ข้าวนาปรัง,140,"125,850.00"
พืชไร่,"14,845.00","15,251,500.00"
ข้าวโพดเลี้ยงสัตว์,"12,878.00","11,618,200.00"
ถั่วเขียวผิวมัน,250,"27,500.00"
ถั่วลิสง,15,"2,700.00"
อ้อยโรงงาน,"1,394.00","2,867,600.00"
มันสำปะหลังโรงงาน,308,"735,500.00"
พืชผัก,171,"338,790.00"
กะเพรา,38,"30,610.00"
ชะอม,22,"62,040.00"
แตงกวา,7,"105,600.00"
ถั่วฝักยาว,1,"2,000.00"
พริกขี้หนูเม็ดใหญ่,1,720
พริกใหญ่,2,"1,000.00"
มะเขือเปราะ,21,"81,300.00"
แมงลัก,24,"10,800.00"
สะระแหน่,27,"12,320.00"
โหระพา,28,"32,400.00"
สิงห์บุรี,"375,946.35","618,313,859.70"
เมืองสิงห์บุรี,"51,303.23","53,763,571.50"
ข้าว,"49,779.00","37,866,184.00"
ข้าวนาปี,"45,763.00","35,156,875.00"
ข้าวนาปรัง,"4,016.00","2,709,309.00"
พืชไร่,"1,403.25","15,886,100.00"
ถั่วเหลืองฝักสด,5,0
เผือก,9,"12,600.00"
อ้อยเคี้ยว,9.5,0
อ้อยโรงงาน,"1,379.75","15,873,500.00"
พืชผัก,100.98,"11,287.50"
กะเพรา,3.25,0
ข่า,0.25,0
ข้าวโพดหวาน,2,0
ชะอม,5.75,0
ตะไคร้,8,0
แตงกวา,10.5,0
แตงไทย,1,0
ถั่วฝักยาว,9.75,172
ถั่วพู,0.25,0
บวบ,0.5,0
ผักกาดอื่นๆ,4,0
ผักบุ้งจีน,2.25,"9,900.00"
พริกขี้หนูเม็ดเล็ก(ขี้หนูสวน),3.12,0
ฟัก / แฟง,0.5,0
ฟักทอง,5.12,0
มะเขือเปราะ,30.75,"1,070.00"
หน่อไม้ฝรั่ง,3,0
เห็ดฟาง,0.37,132.5
เห็ดภูฐาน,0.12,13
บัวเก็บหลด(ลากบัวหลวง),10.5,0
ไม้ดอก,6,0
บัวหลวง,3,0
ดาวเรือง,2.25,0
ดอกพุด,0.25,0
มะลิ (ไม้เด็ดดอก),0.5,0
ไม้ประดับ,13.75,0
ปาล์มต่าง ๆ,0.75,0
หมากผู้หมากเมีย (ไม้ตัดใบ),0.25,0
ไม้ตัดใบอื่น ๆ,12.75,0
สมุนไพรและเครื่องเทศ (รต.01),0.25,0
กระเจี๊ยบแดง,0.25,0
บางระจัน,"97,131.75","298,454,929.00"
ข้าว,"80,974.50","62,559,100.00"
ข้าวนาปี,"70,024.50","56,800,400.00"
ข้าวนาปรัง,"10,950.00","5,758,700.00"
พืชไร่,"15,925.75","235,745,483.00"
ข้าวโพดเลี้ยงสัตว์,220.75,"160,855.00"
งาดำ,15,10
ถั่วเขียวผิวมัน,133,"10,758.00"
ถั่วลิสง,6,"4,860.00"
อ้อยโรงงาน,"15,551.00","235,569,000.00"
พืชผัก,179.5,"150,346.00"
กระชาย,3.5,0
ข้าวโพดรับประทานฝักสด,2,800
แคนตาลูป,52.25,"105,875.00"
ตะไคร้,2,0
แตงกวา,5.75,"11,000.00"
แตงโมเนื้อ,62,"23,800.00"
ถั่วฝักยาว,6.5,"7,500.00"
ฟักทอง,15.75,"1,371.00"
หน่อไม้ฝรั่ง,9,0
บัวเก็บหลด(ลากบัวหลวง),20.75,0
ไม้ดอก,2.75,0
มะลิ (ไม้เด็ดดอก),2.75,0
ไม้ประดับ,49.25,0
ไม้ขุดล้อมอื่น ๆ,49.25,0
ค่ายบางระจัน,"53,609.50","114,717,393.15"
ข้าว,"43,742.00","33,023,824.09"
ข้าวนาปี,"35,541.00","28,612,008.09"
ข้าวนาปรัง,"8,201.00","4,411,816.00"
พืชไร่,"9,713.00","81,660,969.06"
ข้าวโพดเลี้ยงสัตว์,269,"93,627.00"
ถั่วเขียวผิวมัน,192.25,"12,176.00"
เผือก,44,"51,600.00"
มันเทศ,5,"1,400.00"
อ้อยโรงงาน,"8,990.00","81,502,166.06"
หญ้าเลี้ยงสัตว์,201.25,0
มันสำปะหลังโรงงาน,11.5,0
พืชผัก,98.5,"5,610.00"
กะเพรา,2.5,10
ชะอม,68.5,"4,974.00"
แตงกวา,11.25,46
แตงโมเนื้อ,10,0
ผักชีฝรั่ง,1,125
หอมแบ่ง(ต้นหอม),3,0
เห็ดฟาง,2.25,455
ไม้ดอก,2.25,"1,800.00"
มะลิ (ไม้เด็ดดอก),2.25,"1,800.00"
ไม้ประดับ,40.75,"22,190.00"
ปาล์มต่าง ๆ,14.5,0
หยก,26.25,"22,190.00"
สมุนไพรและเครื่องเทศ (รต.01),13,"3,000.00"
ตะไคร้หอม,9,"3,000.00"
พญายอ,4,0
พรหมบุรี,"37,959.07","34,184,945.77"
ข้าว,"36,600.25","25,805,200.00"
ข้าวนาปี,"34,870.75","24,685,300.00"
ข้าวนาปรัง,"1,729.50","1,119,900.00"
พืชไร่,835.25,"8,329,800.00"
เผือก,6,"5,000.00"
อ้อยเคี้ยว,3,"27,000.00"
อ้อยโรงงาน,583,"7,422,000.00"
หญ้าเลี้ยงสัตว์,242.25,"869,100.00"
แก่นตะวัน,1,"6,700.00"
พืชผัก,523.57,"49,945.77"
กระชาย,0.5,0
กะเพรา,3.75,327
ข่า,0.5,0
ข้าวโพดรับประทานฝักสด,4.75,0
ชะอม,129.87,"27,411.02"
ตะไคร้,17,0
แตงกวา,36,"9,118.75"
ถั่วฝักยาว,0.5,8
ผักบุ้งอื่นๆ,1,0
พริกขี้หนูเม็ดเล็ก(ขี้หนูสวน),2.5,"4,050.00"
ฟัก / แฟง,1.75,430
มะเขือเปราะ,6,"1,620.00"
มะระจีน,1,"1,180.00"
แมงลัก,1,204
โหระพา,1,180
เห็ดนางฟ้า,2.95,580
เห็ดภูฐาน,0.5,101
เมล่อนญี่ปุ่น,12.5,0
ผักกูด,0.5,116
ผักอื่นๆ,300,"4,620.00"
ท่าช้าง,"22,392.80","19,342,247.28"
ข้าว,"21,910.00","15,727,487.28"
ข้าวนาปี,"15,364.00","11,451,267.28"
ข้าวนาปรัง,"6,546.00","4,276,220.00"
พืชไร่,257,"3,600,000.00"
อ้อยโรงงาน,257,"3,600,000.00"
พืชผัก,223.3,"14,760.00"
กะเพรา,194,910
ตะไคร้,0.5,0
แตงกวา,25.5,"8,450.00"
พริกขี้หนูเม็ดเล็ก(ขี้หนูสวน),1,0
มะเขือเปราะ,1,0
เห็ดฟาง,0.6,"2,400.00"
เห็ดภูฐาน,0.7,"3,000.00"
ไม้ดอก,2.5,0
มะลิ (ไม้เด็ดดอก),2.5,0
อินทร์บุรี,"113,550.00","97,850,773.00"
ข้าว,"112,617.00","94,833,272.00"
ข้าวนาปี,"105,110.00","90,018,141.00"
ข้าวนาปรัง,"7,507.00","4,815,131.00"
พืชไร่,755,"2,983,760.00"
ถั่วเขียวผิวดำ,30,"28,750.00"
ถั่วเขียวผิวมัน,170,"1,230.00"
ถั่วลิสง,275,"276,710.00"
อ้อยโรงงาน,280,"2,677,070.00"
พืชผัก,147,"32,241.00"
กะหล่ำปลี,5.5,820
ข้าวโพดหวาน,21,940
ชะอม,0.25,0
ตะไคร้,2,0
แตงกวา,25,"2,270.00"
แตงโมเนื้อ,63,"21,156.00"
ผักบุ้งน้ำ,1,100
ผักหวาน,4,0
พริกขี้หนูเม็ดเล็ก(ขี้หนูสวน),0.5,50
ฟัก / แฟง,0.25,0
ฟักทอง,22,"6,605.00"
มะเขืออื่นๆ,2.5,300
ไม้ดอก,30,"1,500.00"
บัวหลวง,26,"1,500.00"
ดาวเรือง,1,0
มะลิ (ไม้เด็ดดอก),1,0
กล้วยไม้ (ไม้ดอกกระถาง),2,0
ไม้ประดับ,1,0
เตย,1,0
สุโขทัย,"1,994,658.00","3,753,615,015.93"
เมืองสุโขทัย,"302,543.00","183,972,449.30"
ข้าว,"290,950.00","173,594,709.30"
ข้าวนาปี,"197,271.00","132,837,959.30"
ข้าวนาปรัง,"93,679.00","40,756,750.00"
พืชไร่,"9,645.00","6,510,790.00"
ข้าวโพดเลี้ยงสัตว์,973,"99,015.00"
ถั่วเขียวผิวมัน,119,"14,280.00"
ถั่วเหลือง,42,"6,825.00"
ถั่วเหลืองฝักสด,27,"40,500.00"
มันเทศ,9,"13,500.00"
ยาสูบ,"6,937.00","2,019,850.00"
อ้อยโรงงาน,761,"4,230,000.00"
หญ้าเลี้ยงสัตว์,15,"37,500.00"
ปอเทือง,412,"49,320.00"
มันสำปะหลังโรงงาน,350,0
พืชผัก,"1,873.00","3,804,400.00"
กะหล่ำดอก,50,"115,000.00"
กะหล่ำปลี,44,"101,600.00"
ข้าวโพดรับประทานฝักสด,13,"29,900.00"
ข้าวโพดหวาน,"1,219.00","2,447,500.00"
แตงกวา,49,"73,500.00"
แตงโมเนื้อ,19,"66,500.00"
ถั่วฝักยาว,23,"34,500.00"
บวบ,6,"9,000.00"
ผักกาดหัว (หัวไชเท้า),14,"21,000.00"
พริกใหญ่,348,"782,000.00"
ฟัก / แฟง,3,"4,500.00"
ฟักทอง,33,"49,500.00"
มะเขือเปราะ,25,"37,500.00"
มะเขือพวง,1,"1,500.00"
มะเขือม่วง,6,0
มะเขือยาว,4,"5,400.00"
มะเขืออื่นๆ,8,"12,000.00"
มะระจีน,8,"13,500.00"
ไม้ดอก,75,"62,550.00"
ดาวเรือง,72,"61,500.00"
มะลิ (ไม้เด็ดดอก),3,"1,050.00"
บ้านด่านลานหอย,"186,036.00","221,043,690.00"
ข้าว,"114,745.00","69,099,210.00"
ข้าวนาปี,"109,827.00","66,942,910.00"
ข้าวนาปรัง,"4,918.00","2,156,300.00"
พืชไร่,"71,274.00","151,906,280.00"
ข้าวโพดเลี้ยงสัตว์,"10,133.00","6,394,800.00"
ข้าวฟ่างเลี้ยงสัตว์,9,"1,800.00"
งาดำ,20,"2,000.00"
ถั่วเขียวผิวมัน,"11,667.00","1,602,840.00"
ถั่วเหลือง,88,"15,840.00"
เผือก,2,"2,000.00"
อ้อยโรงงาน,"7,441.00","102,475,000.00"
มันสำปะหลังโรงงาน,"41,914.00","41,412,000.00"
พืชผัก,17,"38,200.00"
แคนตาลูป,5,"25,000.00"
พริกใหญ่,12,"13,200.00"
คีรีมาศ,"242,505.00","496,972,498.51"
ข้าว,"157,388.00","73,942,616.47"
ข้าวนาปี,"122,570.00","62,700,528.47"
ข้าวนาปรัง,"34,818.00","11,242,088.00"
พืชไร่,"84,920.00","422,793,682.04"
ข้าวโพดเลี้ยงสัตว์,"13,199.00","2,179,266.00"
งาแดง,347,"21,482.00"
งาดำ,1,60
ถั่วเขียวผิวดำ,"7,076.00","838,419.00"
ถั่วเขียวผิวมัน,56,"1,800.00"
ถั่วเหลือง,770,"119,470.00"
อ้อยโรงงาน,"55,983.00","418,598,198.04"
หญ้าเลี้ยงสัตว์,15,"58,500.00"
มันสำปะหลังโรงงาน,"7,473.00","976,487.00"
พืชผัก,197,"236,200.00"
ข้าวโพดหวาน,92,"138,000.00"
ตะไคร้,13,"19,500.00"
แตงกวา,23,"23,800.00"
ผักหวาน,10,0
พริกขี้หนูเม็ดใหญ่,2,"3,000.00"
พริกใหญ่,12,"2,500.00"
ฟัก / แฟง,6,"9,000.00"
ฟักทอง,6,"8,000.00"
มะเขือยาว,5,"3,500.00"
เมล่อนญี่ปุ่น,28,"28,900.00"
กงไกรลาศ,"292,397.00","209,555,570.22"
ข้าว,"285,047.00","193,581,433.22"
ข้าวนาปี,"176,103.00","133,619,215.32"
ข้าวนาปรัง,"108,944.00","59,962,217.90"
พืชไร่,"6,976.00","15,500,575.00"
ข้าวโพดเลี้ยงสัตว์,"5,657.00","3,928,575.00"
อ้อยโรงงาน,"1,249.00","11,377,400.00"
มันสำปะหลังโรงงาน,70,"194,600.00"
พืชผัก,374,"473,562.00"
ข้าวโพดหวาน,15,"15,000.00"
แตงกวา,20,"20,000.00"
แตงโมเนื้อ,168,"170,900.00"
ถั่วฝักยาว,43,"51,600.00"
บวบ,3,"3,850.00"
พริกขี้หนูเม็ดใหญ่,15,"13,492.00"
ฟักทอง,29,"58,000.00"
มะเขือเปราะ,14,"34,090.00"
มะระจีน,32,"71,630.00"
หน่อไม้ฝรั่ง,35,"35,000.00"
ศรีสัชนาลัย,"239,487.00","913,414,077.64"
ข้าว,"127,880.00","84,401,758.64"
ข้าวนาปี,"108,342.00","75,984,586.72"
ข้าวนาปรัง,"19,538.00","8,417,171.92"
พืชไร่,"110,685.00","828,851,854.00"
ข้าวโพดเลี้ยงสัตว์,"20,155.00","13,058,376.00"
งาดำ,241,"6,297.00"
ถั่วเขียวผิวดำ,"1,568.00","291,266.00"
ถั่วเขียวผิวมัน,"10,414.00","1,944,624.00"
ถั่วลิสง,55,"13,678.00"
ถั่วเหลือง,"1,105.00","238,157.00"
มันเทศ,4,0
อ้อยโรงงาน,"68,838.00","801,109,380.00"
สับปะรด,1,0
ปอเทือง,827,"17,450.00"
มันสำปะหลังโรงงาน,"7,477.00","12,172,626.00"
พืชผัก,922,"160,465.00"
ข้าวโพดหวาน,5,"1,400.00"
คะน้า,2,0
แตงกวา,6,"9,400.00"
แตงไทย,26,"32,000.00"
ถั่วฝักยาว,10,0
ผักกวางตุ้ง,33,"25,961.00"
ผักชี,1,0
ผักบุ้งเมล็ด,786,"4,200.00"
พริกขี้หนูเม็ดใหญ่,4,0
พริกใหญ่,1,"1,200.00"
ฟักทอง,1,"3,000.00"
มะเขือม่วง,7,"15,400.00"
มะเขือยาว,1,"4,000.00"
หอมแดง,32,"49,925.00"
หอมแบ่ง(ต้นหอม),7,"13,979.00"
ศรีสำโรง,"256,031.00","322,619,998.00"
ข้าว,"188,058.00","118,795,812.00"
ข้าวนาปี,"153,345.00","104,749,629.00"
ข้าวนาปรัง,"34,713.00","14,046,183.00"
พืชไร่,"51,553.00","179,430,368.00"
ข้าวโพดเลี้ยงสัตว์,"4,922.00","3,646,132.00"
ข้าวฟ่างเลี้ยงสัตว์,322,"117,775.00"
ถั่วเขียวผิวดำ,12,"1,560.00"
ถั่วเขียวผิวมัน,"1,753.00","283,999.00"
ถั่วลิสง,24,"11,490.00"
ถั่วเหลือง,339,"75,278.00"
เผือก,2,"5,682.00"
มันเทศ,19,"67,566.00"
ยาสูบ,"24,296.00","6,398,071.00"
อ้อยโรงงาน,"13,786.00","164,142,335.00"
หญ้าเลี้ยงสัตว์,"1,210.00","4,646,700.00"
มันสำปะหลังโรงงาน,"4,868.00","33,780.00"
พืชผัก,"16,414.00","24,391,658.00"
กะหล่ำดอก,22,"38,451.00"
กะหล่ำปลี,69,"88,834.00"
ข้าวโพดรับประทานฝักสด,197,"79,203.00"
ข้าวโพดหวาน,"11,964.00","15,793,740.00"
คะน้า,44,"44,339.00"
แครอท,6,"8,430.00"
แตงกวา,8,"7,178.00"
แตงไทย,38,"18,879.00"
แตงโมเนื้อ,738,"1,647,110.00"
ถั่วฝักยาว,34,"84,845.00"
บวบ,15,"46,825.00"
ผักกวางตุ้ง,38,"39,318.00"
ผักคึ่นฉ่าย,5,"3,000.00"
ผักชี,24,"28,805.00"
ผักบุ้งจีน,44,"46,564.00"
ผักบุ้งเมล็ด,66,"8,692.00"
พริกขี้หนูเม็ดใหญ่,"1,515.00","1,939,521.00"
พริกใหญ่,"1,119.00","3,282,684.00"
ฟัก / แฟง,40,"69,324.00"
ฟักทอง,322,"950,310.00"
มะเขือยาว,10,"20,726.00"
มะเขืออื่นๆ,66,"92,384.00"
มะระจีน,12,"37,696.00"
หอมแบ่ง(ต้นหอม),18,"14,800.00"
สมุนไพรและเครื่องเทศ (รต.01),6,"2,160.00"
พลูคาว,6,"2,160.00"
สวรรคโลก,"291,520.00","928,277,225.23"
ข้าว,"155,364.00","98,808,095.23"
ข้าวนาปี,"125,589.00","94,611,445.23"
ข้าวนาปรัง,"29,775.00","4,196,650.00"
พืชไร่,"111,357.00","805,469,730.00"
ข้าวโพดเลี้ยงสัตว์,"5,150.00","3,730,510.00"
ถั่วเขียวผิวดำ,"2,271.00","103,800.00"
ถั่วเขียวผิวมัน,"2,634.00","292,620.00"
ถั่วเหลือง,"1,724.00","257,800.00"
ยาสูบ,"1,860.00","815,000.00"
อ้อยโรงงาน,"96,960.00","800,135,000.00"
มันสำปะหลังโรงงาน,758,"135,000.00"
พืชผัก,"24,799.00","23,999,400.00"
กระชาย,10,"2,000.00"
ข้าวโพดหวาน,"9,028.00","20,333,000.00"
ชะอม,15,"1,200.00"
แตงโมเนื้อ,"1,428.00","1,425,000.00"
ถั่วฝักยาว,30,"6,000.00"
ผักบุ้งเมล็ด,"14,071.00","2,107,000.00"
พริกขี้หนูเม็ดใหญ่,127,"87,200.00"
ฟักทอง,60,"18,000.00"
มะเขืออื่นๆ,10,"20,000.00"
แมงลัก,20,0
ศรีนคร,"81,287.00","317,814,746.00"
ข้าว,"36,416.00","22,284,836.00"
ข้าวนาปี,"32,413.00","20,833,436.00"
ข้าวนาปรัง,"4,003.00","1,451,400.00"
พืชไร่,"40,384.00","294,829,110.00"
ข้าวโพดเลี้ยงสัตว์,"3,257.00","1,951,100.00"
ถั่วเขียวผิวมัน,420,"84,000.00"
ถั่วพุ่ม,70,0
ถั่วเหลือง,470,"128,000.00"
เผือก,520,"1,638,010.00"
อ้อยโรงงาน,"35,647.00","291,028,000.00"
พืชผัก,"4,487.00","700,800.00"
ผักบุ้งเมล็ด,"4,405.00","506,800.00"
พริกขี้หนูเม็ดใหญ่,82,"194,000.00"
ทุ่งเสลี่ยม,"102,852.00","159,944,761.03"
ข้าว,"61,800.00","37,538,465.50"
ข้าวนาปี,"59,501.00","37,454,753.50"
ข้าวนาปรัง,"2,299.00","83,712.00"
พืชไร่,"40,456.00","122,355,835.53"
ข้าวโพดเลี้ยงสัตว์,"4,134.00","2,273,920.53"
ข้าวฟ่างเลี้ยงสัตว์,3,0
ถั่วเขียวผิวดำ,"5,710.00","1,150,090.00"
ถั่วเขียวผิวมัน,"9,113.00","1,662,478.00"
ถั่วเหลือง,"1,474.00","329,068.00"
ยาสูบ,52,"11,080.00"
อ้อยโรงงาน,"7,805.00","90,340,949.00"
มันสำปะหลังโรงงาน,"12,165.00","26,588,250.00"
พืชผัก,596,"50,460.00"
ข้าวโพดรับประทานฝักสด,8,"5,760.00"
แตงไทย,13,"33,300.00"
ผักบุ้งเมล็ด,575,"11,400.00"
สุพรรณบุรี,"2,665,177.50","7,037,089,164.70"
เมืองสุพรรณบุรี,"330,464.25","290,460,037.50"
ข้าว,"326,472.25","276,821,900.00"
ข้าวนาปี,"227,459.25","200,156,350.00"
ข้าวนาปรัง,"99,013.00","76,665,550.00"
พืชไร่,"1,158.50","4,272,250.00"
ถั่วเขียวผิวมัน,360,"41,500.00"
มันเทศ,70,"50,000.00"
แห้ว,180,"236,000.00"
อ้อยเคี้ยว,7,"14,000.00"
อ้อยโรงงาน,411.5,"3,921,750.00"
มันสำปะหลังโรงงาน,130,"9,000.00"
พืชผัก,"2,764.50","5,714,837.50"
กระเจี๊ยบเขียว,6,"30,000.00"
กะเพรา,11,"152,400.00"
กุยช่าย,2,"5,500.00"
ข่า,384,"1,071,600.00"
ข้าวโพดหวาน,2.5,"5,000.00"
คะน้า,461,"164,300.00"
ชะอม,21,"104,000.00"
ตั้งโอ๋,0.5,125
แตงกวา,3,502.5
แตงโมอ่อน,94,"240,800.00"
ถั่วฝักยาว,463.5,"803,200.00"
บวบ,363,"784,560.00"
ผักกวางตุ้ง,29,"26,600.00"
ผักชี,50.75,"41,700.00"
ผักชีฝรั่ง,0.5,500
ผักบุ้งจีน,86.5,"68,000.00"
ผักบุ้งน้ำ,56,"12,400.00"
ผักหวาน,2,0
พริกขี้หนูเม็ดเล็ก(ขี้หนูสวน),222,"703,600.00"
พริกขี้หนูเม็ดใหญ่,80,"309,000.00"
ฟัก / แฟง,32,"64,600.00"
ฟักทอง,3,"10,800.00"
มะเขือเปราะ,93.5,"179,700.00"
มะเขือม่วง,30,"425,500.00"
มะเขือยาว,4,"52,000.00"
มะระจีน,140.75,"202,550.00"
หอมแบ่ง(ต้นหอม),33,"9,000.00"
โหระพา,31,"192,500.00"
ดอกขจร,42,"54,400.00"
แค,17,0
